"","exp_id","cmap_score","p","q","subset_comparison_id","analysis_id","name","concentration","duration","cell_line","array_platform","vehicle","vendor","vendor_catalog_id","vendor_catalog_name","drug_concept_id","cas_number","DrugBank.ID","valid"
"1",1,0.0887255038333762,0.1744,0.369512313562261,"preeclampsia_vs_PretermControls","cmap","metformin",1e-05,6,"MCF7","HG-U133A","medium","Sigma-Aldrich","D5035","1,1-dimethylbiguanide hydrochloride","C0025598","NULL","DB00331",1
"2",2,0.139794780487918,0.00261,0.0144473684210526,"preeclampsia_vs_PretermControls","cmap","metformin",1e-05,6,"MCF7","HG-U133A","medium","Sigma-Aldrich","D5035","1,1-dimethylbiguanide hydrochloride","C0025598","NULL","DB00331",1
"3",3,0.124649309581602,0.01203,0.0465332910589727,"preeclampsia_vs_PretermControls","cmap","metformin",1e-07,6,"MCF7","HG-U133A","medium","Sigma-Aldrich","D5035","1,1-dimethylbiguanide hydrochloride","C0025598","NULL","DB00331",1
"4",4,0,1,1,"preeclampsia_vs_PretermControls","cmap","metformin",0.001,6,"MCF7","HG-U133A","medium","Sigma-Aldrich","D5035","1,1-dimethylbiguanide hydrochloride","C0025598","NULL","DB00331",1
"5",7,0,1,1,"preeclampsia_vs_PretermControls","cmap","valproic acid",0.001,6,"MCF7","HG-U133A","medium","Sigma-Aldrich","P4543","2-propylpentanoic acid","NULL","NULL","DB00313",1
"6",12,0.123277928304323,0.01385,0.0517995095033722,"preeclampsia_vs_PretermControls","cmap","mesalazine",1e-04,6,"MCF7","HG-U133A","DMSO","Sigma-Aldrich","A3537","5-aminosalicylic acid","NULL","NULL","DB00244",1
"7",43,0,1,1,"preeclampsia_vs_PretermControls","cmap","ciclosporin",1e-06,6,"MCF7","HG-U133A","ethanol","Calbiochem","239835","cyclosporine A","NULL","NULL","DB00091",1
"8",49,0.101933669956392,0.07629,0.189711491442543,"preeclampsia_vs_PretermControls","cmap","genistein",1e-06,6,"MCF7","HG-U133A","DMSO","Calbiochem","345834","genistein","NULL","NULL","DB01645",1
"9",50,0,1,1,"preeclampsia_vs_PretermControls","cmap","genistein",1e-06,6,"MCF7","HG-U133A","DMSO","Calbiochem","345834","genistein","NULL","NULL","DB01645",1
"10",51,-0.121585332653728,0.01599,0.0575791027154664,"preeclampsia_vs_PretermControls","cmap","fludrocortisone",1e-06,6,"MCF7","HG-U133A","DMSO","Sigma-Aldrich","F6127","fludrocortisone acetate","C0616274","NULL","DB00687",1
"11",52,0,1,1,"preeclampsia_vs_PretermControls","cmap","fludrocortisone",1e-06,6,"MCF7","HG-U133A","DMSO","Sigma-Aldrich","F6127","fludrocortisone acetate","C0616274","NULL","DB00687",1
"12",60,-0.170484890877363,7e-05,0.000807183364839319,"preeclampsia_vs_PretermControls","cmap","staurosporine",1e-06,6,"MCF7","HG-U133A","DMSO","Calbiochem","569397","staurosporine","EXPT02970","NULL","DB02010",1
"13",63,0,1,1,"preeclampsia_vs_PretermControls","cmap","acetylsalicylic acid",1e-04,6,"MCF7","HG-U133A","DMSO","Sigma-Aldrich","A2093","aspirin, USP","EXPT00475","NULL","DB00945",1
"14",68,-0.115651912415741,0.02641,0.0836019719771666,"preeclampsia_vs_PretermControls","cmap","sirolimus",1e-07,6,"MCF7","HG-U133A","DMSO","Calbiochem","553210","rapamycin","C0072980","NULL","DB00877",1
"15",83,-0.0850382658679651,0.21056,0.427284098469727,"preeclampsia_vs_PretermControls","cmap","valproic acid",0.01,6,"MCF7","HG-U133A","medium","Sigma-Aldrich","P4543","2-propylpentanoic acid","NULL","NULL","DB00313",1
"16",84,0,1,1,"preeclampsia_vs_PretermControls","cmap","valproic acid",0.002,6,"MCF7","HG-U133A","medium","Sigma-Aldrich","P4543","2-propylpentanoic acid","NULL","NULL","DB00313",1
"17",85,-0.087995392132413,0.1811,0.380017199862401,"preeclampsia_vs_PretermControls","cmap","valproic acid",5e-04,6,"MCF7","HG-U133A","medium","Sigma-Aldrich","P4543","2-propylpentanoic acid","NULL","NULL","DB00313",1
"18",86,-0.13331791636818,0.0051,0.0239123750960799,"preeclampsia_vs_PretermControls","cmap","valproic acid",5e-05,6,"MCF7","HG-U133A","medium","Sigma-Aldrich","P4543","2-propylpentanoic acid","NULL","NULL","DB00313",1
"19",88,0.142367476198094,0.00193,0.0114858536585366,"preeclampsia_vs_PretermControls","cmap","sirolimus",1e-07,6,"HL60","HG-U133A","DMSO","Calbiochem","553210","rapamycin","C0072980","NULL","DB00877",1
"20",93,0,1,1,"preeclampsia_vs_PretermControls","cmap","fulvestrant",1e-06,6,"MCF7","HG-U133A","DMSO","Tocris","1047","ICI 182,780","C0935916","NULL","DB00947",1
"21",98,0.110912892987715,0.03833,0.111552003816794,"preeclampsia_vs_PretermControls","cmap","estradiol",1e-08,6,"ssMCF7","HG-U133A","DMSO","Sigma-Aldrich","E1024","estradiol, USP","C1330622","NULL","DB00783",1
"22",101,0,1,1,"preeclampsia_vs_PretermControls","cmap","raloxifene",1e-07,6,"ssMCF7","HG-U133A","DMSO","Sigma-Aldrich","R1402","raloxifene hydrochloride","C0618111","NULL","DB00481",1
"23",107,0,1,1,"preeclampsia_vs_PretermControls","cmap","genistein",1e-05,6,"MCF7","HG-U133A","DMSO","Calbiochem","345834","genistein","NULL","NULL","DB01645",1
"24",109,-0.121847305144298,0.01557,0.0564331550802139,"preeclampsia_vs_PretermControls","cmap","tretinoin",1e-06,6,"MCF7","HG-U133A","DMSO","Sigma-Aldrich","R2625","retinoic acid","C0040845","NULL","DB00755",1
"25",113,0.116046237316607,0.02552,0.0815890985324948,"preeclampsia_vs_PretermControls","cmap","tretinoin",1e-06,6,"HL60","HG-U133A","DMSO","Sigma-Aldrich","R2625","retinoic acid","C0040845","NULL","DB00755",1
"26",115,0.137095072830671,0.00344,0.0178739352640545,"preeclampsia_vs_PretermControls","cmap","sirolimus",1e-07,6,"ssMCF7","HG-U133A","DMSO","Calbiochem","553210","rapamycin","C0072980","NULL","DB00877",1
"27",120,0,1,1,"preeclampsia_vs_PretermControls","cmap","sodium phenylbutyrate",0.001,6,"MCF7","HG-U133A","medium","Calbiochem","567616","sodium 4-phenylbutyrate","NULL","NULL","DB06819",1
"28",121,0,1,1,"preeclampsia_vs_PretermControls","cmap","sodium phenylbutyrate",0.001,6,"MCF7","HG-U133A","medium","Calbiochem","567616","sodium 4-phenylbutyrate","NULL","NULL","DB06819",1
"29",122,0,1,1,"preeclampsia_vs_PretermControls","cmap","valproic acid",0.001,6,"HL60","HG-U133A","medium","Sigma-Aldrich","P4543","2-propylpentanoic acid","NULL","NULL","DB00313",1
"30",123,0.140262091719517,0.0025,0.0140552995391705,"preeclampsia_vs_PretermControls","cmap","valproic acid",0.01,6,"HL60","HG-U133A","medium","Sigma-Aldrich","P4543","2-propylpentanoic acid","NULL","NULL","DB00313",1
"31",130,0.124857504849472,0.01183,0.0459052162849873,"preeclampsia_vs_PretermControls","cmap","thioridazine",1e-05,6,"MCF7","HG-U133A","DMSO","Sigma-Aldrich","T9025","thioridazine hydrochloride","C0039943","NULL","DB00679",1
"32",131,0,1,1,"preeclampsia_vs_PretermControls","cmap","haloperidol",1e-05,6,"MCF7","HG-U133A","DMSO","Sigma-Aldrich","H1512","haloperidol","C0720809","NULL","DB00502",1
"33",132,0.109782412140686,0.04206,0.120284106891702,"preeclampsia_vs_PretermControls","cmap","chlorpromazine",1e-05,6,"MCF7","HG-U133A","DMSO","Sigma-Aldrich","C0982","chlorpromazine hydrochloride","C0008286","NULL","DB00477",1
"34",135,0,1,1,"preeclampsia_vs_PretermControls","cmap","staurosporine",1e-07,6,"MCF7","HG-U133A","DMSO","Calbiochem","569397","staurosporine","EXPT02970","NULL","DB02010",1
"35",142,-0.125829510555239,0.01074,0.04265234375,"preeclampsia_vs_PretermControls","cmap","rosiglitazone",1e-05,6,"PC3","HG-U133A","DMSO","LKT Laboratories","R5772","rosiglitazone maleate","C0289313","NULL","DB00412",1
"36",145,-0.118011155192702,0.02149,0.0713603701687534,"preeclampsia_vs_PretermControls","cmap","valproic acid",0.001,6,"PC3","HG-U133A","medium","Sigma-Aldrich","P4543","2-propylpentanoic acid","NULL","NULL","DB00313",1
"37",153,0,1,1,"preeclampsia_vs_PretermControls","cmap","arachidonic acid",1e-05,6,"MCF7","HG-U133A","ethanol","Sigma-Aldrich","A8798","arachidonic acid sodium salt","EXPT00409","NULL","DB04557",1
"38",155,0,1,1,"preeclampsia_vs_PretermControls","cmap","arachidonic acid",1e-05,6,"MCF7","HG-U133A","ethanol","Sigma-Aldrich","A8798","arachidonic acid sodium salt","EXPT00409","NULL","DB04557",1
"39",159,0,1,1,"preeclampsia_vs_PretermControls","cmap","tretinoin",1e-06,6,"PC3","HG-U133A","DMSO","Sigma-Aldrich","R2625","retinoic acid","C0040845","NULL","DB00755",1
"40",167,0,1,1,"preeclampsia_vs_PretermControls","cmap","prochlorperazine",1e-05,6,"MCF7","HG-U133A","DMSO","Sigma-Aldrich","P9178","prochlorperazine dimaleate salt","C0770888","NULL","DB00433",1
"41",170,0,1,1,"preeclampsia_vs_PretermControls","cmap","valproic acid",0.001,6,"PC3","HG-U133A","medium","Sigma-Aldrich","P4543","2-propylpentanoic acid","NULL","NULL","DB00313",1
"42",172,0.144282052963485,0.00155,0.0096974358974359,"preeclampsia_vs_PretermControls","cmap","deferoxamine",1e-04,6,"PC3","HG-U133A","medium","Sigma-Aldrich","D-9533","deferoxamine mesylate salt","C0011145","NULL","DB00746",1
"43",181,0,1,1,"preeclampsia_vs_PretermControls","cmap","deferoxamine",1e-04,6,"MCF7","HG-U133A","DMSO","Sigma-Aldrich","D-9533","deferoxamine mesylate salt","C0011145","NULL","DB00746",1
"44",186,0.102263619505988,0.07468,0.186929831760361,"preeclampsia_vs_PretermControls","cmap","fluphenazine",1e-05,6,"MCF7","HG-U133A","DMSO","Sigma-Aldrich","F8548","fluphenazine dihydrochloride","C0700567","NULL","DB00623",1
"45",193,0.0950174802883088,0.1206,0.272972170686456,"preeclampsia_vs_PretermControls","cmap","valproic acid",0.001,6,"ssMCF7","HG-U133A","medium","Sigma-Aldrich","P4543","2-propylpentanoic acid","NULL","NULL","DB00313",1
"46",206,-0.19836604180763,0,0,"preeclampsia_vs_PretermControls","cmap","fulvestrant",1e-06,6,"ssMCF7","HG-U133A","DMSO","Tocris","1047","ICI 182,780","C0935916","NULL","DB00947",1
"47",213,0.168776149640276,9e-05,0.000968253968253968,"preeclampsia_vs_PretermControls","cmap","deferoxamine",1e-04,12,"MCF7","HG-U133A","medium","Sigma-Aldrich","D-9533","deferoxamine mesylate salt","C0011145","NULL","DB00746",1
"48",225,0,1,1,"preeclampsia_vs_PretermControls","cmap","geldanamycin",1e-06,6,"MCF7","HG-U133A","DMSO","Calbiochem","345805","geldanamycin","EXPT01571","NULL","DB02424",1
"49",227,0,1,1,"preeclampsia_vs_PretermControls","cmap","resveratrol",5e-05,6,"MCF7","HG-U133A","DMSO","Sigma-Aldrich","R5010","resveratrol","EXPT02968","NULL","DB02709",1
"50",239,0,1,1,"preeclampsia_vs_PretermControls","cmap","geldanamycin",1e-06,6,"MCF7","HG-U133A","DMSO","Calbiochem","345805","geldanamycin","EXPT01571","NULL","DB02424",1
"51",243,0.0960205765978086,0.11324,0.259484791588434,"preeclampsia_vs_PretermControls","cmap","resveratrol",5e-05,6,"MCF7","HG-U133A","DMSO","Sigma-Aldrich","R5010","resveratrol","EXPT02968","NULL","DB02709",1
"52",246,0.149162739563245,0.00096,0.0065503355704698,"preeclampsia_vs_PretermControls","cmap","valproic acid",0.001,6,"SKMEL5","HG-U133A","DMSO","Sigma-Aldrich","P4543","2-propylpentanoic acid","NULL","NULL","DB00313",1
"53",258,-0.160657403571106,0.00025,0.00222627737226277,"preeclampsia_vs_PretermControls","cmap","resveratrol",5e-05,6,"PC3","HG-U133A","DMSO","Sigma-Aldrich","R5010","resveratrol","EXPT02968","NULL","DB02709",1
"54",261,0,1,1,"preeclampsia_vs_PretermControls","cmap","estradiol",1e-08,6,"PC3","HG-U133A","DMSO","Sigma-Aldrich","E1024","estradiol, USP","C1330622","NULL","DB00783",1
"55",273,0.119642935800843,0.01867,0.0642340665538635,"preeclampsia_vs_PretermControls","cmap","prazosin",1e-05,6,"MCF7","HT_HG-U133A_EA","DMSO","Sigma-Aldrich","P7791","prazosin hydrochloride","C0700578","NULL","DB00457",1
"56",279,0.0750350814615216,0.32265,0.620480769230769,"preeclampsia_vs_PretermControls","cmap","carbamazepine",1e-07,6,"MCF7","HT_HG-U133A_EA","DMSO","Sigma-Aldrich","C4024","carbamazepine","C0006949","NULL","DB00564",1
"57",284,0,1,1,"preeclampsia_vs_PretermControls","cmap","resveratrol",1e-05,6,"MCF7","HT_HG-U133A_EA","DMSO","Sigma-Aldrich","R 5010","resveratrol","EXPT02968","NULL","DB02709",1
"58",288,0,1,1,"preeclampsia_vs_PretermControls","cmap","felodipine",1e-05,6,"MCF7","HT_HG-U133A_EA","DMSO","Sigma-Aldrich","F9677","felodipine","C0015772","NULL","DB01023",1
"59",289,0,1,1,"preeclampsia_vs_PretermControls","cmap","tretinoin",1e-06,6,"MCF7","HT_HG-U133A_EA","DMSO","Sigma-Aldrich","R2625","retinoic acid","C0040845","NULL","DB00755",1
"60",291,0,1,1,"preeclampsia_vs_PretermControls","cmap","oxaprozin",3e-04,6,"MCF7","HT_HG-U133A_EA","DMSO","Sigma-Aldrich","O9637","oxaprozin","C0069739","NULL","DB00991",1
"61",292,-0.128378650268712,0.00855,0.035625,"preeclampsia_vs_PretermControls","cmap","geldanamycin",1e-06,6,"MCF7","HT_HG-U133A_EA","DMSO","Calbiochem","345805","geldanamycin","EXPT01571","NULL","DB02424",1
"62",297,0.0921903052956531,0.14247,0.312164870689655,"preeclampsia_vs_PretermControls","cmap","pyrvinium",1.25e-06,6,"MCF7","HT_HG-U133A_EA","DMSO","MP Biomedicals","2156475","pyrvinium pamoate","C0072804","NULL","DB06816",1
"63",315,0.170110603063323,7e-05,0.000807183364839319,"preeclampsia_vs_PretermControls","cmap","clotrimazole",5e-05,6,"MCF7","HT_HG-U133A_EA","DMSO","Calbiochem","233230","clotrimazole","C0009074","NULL","DB00257",1
"64",319,0.155410005163276,0.00049,0.00394327176781003,"preeclampsia_vs_PretermControls","cmap","trifluoperazine",1e-05,6,"MCF7","HT_HG-U133A_EA","DMSO","Sigma-Aldrich","T6062","trifluoperazine dihydrochloride","C0304381","NULL","DB00831",1
"65",329,0.157018105577894,0.00037,0.0030875512995896,"preeclampsia_vs_PretermControls","cmap","sirolimus",1e-07,6,"MCF7","HT_HG-U133A_EA","DMSO","Calbiochem","553210","rapamycin","C0072980","NULL","DB00877",1
"66",338,0.126623707814894,0.00992,0.0398892551087673,"preeclampsia_vs_PretermControls","cmap","carbamazepine",1e-07,6,"MCF7","HT_HG-U133A_EA","DMSO","Sigma-Aldrich","C4024","carbamazepine","C0006949","NULL","DB00564",1
"67",343,0.0946051468486631,0.1236,0.278214022140221,"preeclampsia_vs_PretermControls","cmap","resveratrol",1e-05,6,"MCF7","HT_HG-U133A_EA","DMSO","Sigma-Aldrich","R 5010","resveratrol","EXPT02968","NULL","DB02709",1
"68",348,0,1,1,"preeclampsia_vs_PretermControls","cmap","tretinoin",1e-06,6,"MCF7","HT_HG-U133A_EA","DMSO","Sigma-Aldrich","R2625","retinoic acid","C0040845","NULL","DB00755",1
"69",350,0.109424352711018,0.04324,0.122509986065954,"preeclampsia_vs_PretermControls","cmap","oxaprozin",3e-04,6,"MCF7","HT_HG-U133A_EA","DMSO","Sigma-Aldrich","O9637","oxaprozin","C0069739","NULL","DB00991",1
"70",351,0,1,1,"preeclampsia_vs_PretermControls","cmap","geldanamycin",1e-06,6,"MCF7","HT_HG-U133A_EA","DMSO","Calbiochem","345805","geldanamycin","EXPT01571","NULL","DB02424",1
"71",356,0.12567372634506,0.01096,0.0433962386511025,"preeclampsia_vs_PretermControls","cmap","pyrvinium",1.25e-06,6,"MCF7","HT_HG-U133A_EA","DMSO","MP Biomedicals","2156475","pyrvinium pamoate","C0072804","NULL","DB06816",1
"72",361,0,1,1,"preeclampsia_vs_PretermControls","cmap","acetylsalicylic acid",1e-04,6,"MCF7","HT_HG-U133A_EA","DMSO","Sigma-Aldrich","A2093","aspirin, USP","EXPT00475","NULL","DB00945",1
"73",362,0,1,1,"preeclampsia_vs_PretermControls","cmap","fulvestrant",1e-06,6,"MCF7","HT_HG-U133A_EA","DMSO","Tocris","1047","ICI 182,780","C0935916","NULL","DB00947",1
"74",364,0.111742196548256,0.03618,0.106720502901354,"preeclampsia_vs_PretermControls","cmap","sirolimus",1e-07,6,"MCF7","HT_HG-U133A_EA","DMSO","Sigma-Aldrich","R0395","Rapamycin","C0072980","NULL","DB00877",1
"75",366,0.126338220726561,0.01021,0.04084,"preeclampsia_vs_PretermControls","cmap","valproic acid",0.001,6,"MCF7","HT_HG-U133A_EA","DMSO","Sigma-Aldrich","P4543","2-propylpentanoic acid","NULL","NULL","DB00313",1
"76",368,0,1,1,"preeclampsia_vs_PretermControls","cmap","tretinoin",1e-06,6,"MCF7","HT_HG-U133A_EA","DMSO","Sigma-Aldrich","R2625","retinoic acid","C0040845","NULL","DB00755",1
"77",371,-0.0997094705208086,0.08884,0.214030015797788,"preeclampsia_vs_PretermControls","cmap","valproic acid",2e-04,6,"MCF7","HT_HG-U133A_EA","DMSO","Sigma-Aldrich","P4543","2-propylpentanoic acid","NULL","NULL","DB00313",1
"78",372,0.194249952225624,1e-05,0.000204697986577181,"preeclampsia_vs_PretermControls","cmap","prochlorperazine",1e-05,6,"MCF7","HT_HG-U133A_EA","DMSO","Sigma-Aldrich","P9178","prochlorperazine dimaleate salt","C0770888","NULL","DB00433",1
"79",374,0,1,1,"preeclampsia_vs_PretermControls","cmap","chlorpromazine",1e-06,6,"MCF7","HT_HG-U133A_EA","DMSO","Sigma-Aldrich","C0982","chlorpromazine hydrochloride","C0008286","NULL","DB00477",1
"80",377,0,1,1,"preeclampsia_vs_PretermControls","cmap","vorinostat",1e-05,6,"MCF7","HT_HG-U133A_EA","DMSO","BioVision","1604-1","SAHA","MMS_422","NULL","DB02546",1
"81",378,0.120874554257616,0.01684,0.0596538908246225,"preeclampsia_vs_PretermControls","cmap","sirolimus",1e-07,6,"MCF7","HT_HG-U133A_EA","DMSO","Sigma-Aldrich","R0395","Rapamycin","C0072980","NULL","DB00877",1
"82",379,0,1,1,"preeclampsia_vs_PretermControls","cmap","valproic acid",5e-05,6,"MCF7","HT_HG-U133A_EA","DMSO","Sigma-Aldrich","P4543","2-propylpentanoic acid","NULL","NULL","DB00313",1
"83",381,0.172661274537566,6e-05,0.000742393509127789,"preeclampsia_vs_PretermControls","cmap","trifluoperazine",1e-05,6,"MCF7","HT_HG-U133A_EA","DMSO","Sigma-Aldrich","T6062","trifluoperazine dihydrochloride","C0304381","NULL","DB00831",1
"84",385,0,1,1,"preeclampsia_vs_PretermControls","cmap","geldanamycin",1e-06,6,"MCF7","HT_HG-U133A_EA","DMSO","MP Biomedicals","195994","geldanamycin","EXPT01571","NULL","DB02424",1
"85",387,0.205797524078451,0,0,"preeclampsia_vs_PretermControls","cmap","thioridazine",1e-05,6,"MCF7","HT_HG-U133A_EA","DMSO","Sigma-Aldrich","T9025","thioridazine hydrochloride","C0039943","NULL","DB00679",1
"86",390,0.0797926476145434,0.26759,0.526397936149629,"preeclampsia_vs_PretermControls","cmap","rosiglitazone",1e-05,6,"MCF7","HT_HG-U133A_EA","DMSO","LKT Laboratories","R5772","rosiglitazone","C0289313","NULL","DB00412",1
"87",392,0,1,1,"preeclampsia_vs_PretermControls","cmap","genistein",1e-05,6,"MCF7","HT_HG-U133A_EA","DMSO","Calbiochem","345834","genistein","NULL","NULL","DB01645",1
"88",394,0.194119131576097,1e-05,0.000204697986577181,"preeclampsia_vs_PretermControls","cmap","fluphenazine",1e-05,6,"MCF7","HT_HG-U133A_EA","DMSO","Sigma-Aldrich","F8548","fluphenazine dihydrochloride","C0700567","NULL","DB00623",1
"89",396,0,1,1,"preeclampsia_vs_PretermControls","cmap","valproic acid",5e-04,6,"MCF7","HT_HG-U133A_EA","DMSO","Sigma-Aldrich","P4543","2-propylpentanoic acid","NULL","NULL","DB00313",1
"90",397,0,1,1,"preeclampsia_vs_PretermControls","cmap","estradiol",1e-08,6,"MCF7","HT_HG-U133A_EA","DMSO","Sigma-Aldrich","E1024","estradiol, USP","C1330622","NULL","DB00783",1
"91",398,0.0954148687107144,0.11753,0.266914743112435,"preeclampsia_vs_PretermControls","cmap","sirolimus",1e-07,6,"MCF7","HT_HG-U133A_EA","DMSO","Sigma-Aldrich","R0395","Rapamycin","C0072980","NULL","DB00877",1
"92",400,0.0912029405832482,0.15121,0.328132692991818,"preeclampsia_vs_PretermControls","cmap","haloperidol",1e-05,6,"MCF7","HT_HG-U133A_EA","DMSO","Sigma-Aldrich","H1512","haloperidol","C0720809","NULL","DB00502",1
"93",401,0.147269814443328,0.00118,0.00779848320693391,"preeclampsia_vs_PretermControls","cmap","haloperidol",1e-05,6,"MCF7","HT_HG-U133A_EA","DMSO","Sigma-Aldrich","H1512","haloperidol","C0720809","NULL","DB00502",1
"94",402,0.11872114700896,0.0202,0.0681903707802988,"preeclampsia_vs_PretermControls","cmap","acetylsalicylic acid",1e-04,6,"MCF7","HT_HG-U133A_EA","DMSO","Sigma-Aldrich","A2093","aspirin, USP","EXPT00475","NULL","DB00945",1
"95",403,0.121056750991339,0.01661,0.0592174167153711,"preeclampsia_vs_PretermControls","cmap","fulvestrant",1e-06,6,"MCF7","HT_HG-U133A_EA","DMSO","Tocris","1047","ICI 182,780","C0935916","NULL","DB00947",1
"96",405,0.152120114221331,0.00068,0.00503398058252427,"preeclampsia_vs_PretermControls","cmap","sirolimus",1e-07,6,"MCF7","HT_HG-U133A_EA","DMSO","Sigma-Aldrich","R0395","Rapamycin","C0072980","NULL","DB00877",1
"97",406,0,1,1,"preeclampsia_vs_PretermControls","cmap","valproic acid",0.001,6,"MCF7","HT_HG-U133A_EA","DMSO","Sigma-Aldrich","P4543","2-propylpentanoic acid","NULL","NULL","DB00313",1
"98",408,0.109810149430301,0.04186,0.119768292682927,"preeclampsia_vs_PretermControls","cmap","tretinoin",1e-06,6,"MCF7","HT_HG-U133A_EA","DMSO","Sigma-Aldrich","R2625","retinoic acid","C0040845","NULL","DB00755",1
"99",411,0.135329946237681,0.00425,0.0210089141004862,"preeclampsia_vs_PretermControls","cmap","prochlorperazine",1e-05,6,"MCF7","HT_HG-U133A_EA","DMSO","Sigma-Aldrich","P9178","prochlorperazine dimaleate salt","C0770888","NULL","DB00433",1
"100",413,0,1,1,"preeclampsia_vs_PretermControls","cmap","chlorpromazine",1e-06,6,"MCF7","HT_HG-U133A_EA","DMSO","Sigma-Aldrich","C0982","chlorpromazine hydrochloride","C0008286","NULL","DB00477",1
"101",416,0,1,1,"preeclampsia_vs_PretermControls","cmap","vorinostat",1e-05,6,"MCF7","HT_HG-U133A_EA","DMSO","BioVision","1604-1","SAHA","MMS_422","NULL","DB02546",1
"102",417,0.0929084941019758,0.13654,0.301554670528602,"preeclampsia_vs_PretermControls","cmap","sirolimus",1e-07,6,"MCF7","HT_HG-U133A_EA","DMSO","Sigma-Aldrich","R0395","Rapamycin","C0072980","NULL","DB00877",1
"103",423,0,1,1,"preeclampsia_vs_PretermControls","cmap","geldanamycin",1e-06,6,"MCF7","HT_HG-U133A_EA","DMSO","MP Biomedicals","195994","geldanamycin","EXPT01571","NULL","DB02424",1
"104",424,0.170696522257229,7e-05,0.000807183364839319,"preeclampsia_vs_PretermControls","cmap","thioridazine",1e-05,6,"MCF7","HT_HG-U133A_EA","DMSO","Sigma-Aldrich","T9025","thioridazine hydrochloride","C0039943","NULL","DB00679",1
"105",427,0,1,1,"preeclampsia_vs_PretermControls","cmap","rosiglitazone",1e-05,6,"MCF7","HT_HG-U133A_EA","DMSO","LKT Laboratories","R5772","rosiglitazone","C0289313","NULL","DB00412",1
"106",429,-0.154892228624154,0.00051,0.00406666666666667,"preeclampsia_vs_PretermControls","cmap","genistein",1e-05,6,"MCF7","HT_HG-U133A_EA","DMSO","Calbiochem","345834","genistein","NULL","NULL","DB01645",1
"107",431,0.160580691335798,0.00025,0.00222627737226277,"preeclampsia_vs_PretermControls","cmap","fluphenazine",1e-05,6,"MCF7","HT_HG-U133A_EA","DMSO","Sigma-Aldrich","F8548","fluphenazine dihydrochloride","C0700567","NULL","DB00623",1
"108",432,0,1,1,"preeclampsia_vs_PretermControls","cmap","fulvestrant",1e-08,6,"MCF7","HT_HG-U133A_EA","DMSO","Tocris","1047","ICI 182,780","C0935916","NULL","DB00947",1
"109",434,0,1,1,"preeclampsia_vs_PretermControls","cmap","valproic acid",5e-04,6,"MCF7","HT_HG-U133A_EA","DMSO","Sigma-Aldrich","P4543","2-propylpentanoic acid","NULL","NULL","DB00313",1
"110",436,0.124150742150513,0.01271,0.048578320802005,"preeclampsia_vs_PretermControls","cmap","sirolimus",1e-07,6,"MCF7","HT_HG-U133A_EA","DMSO","Sigma-Aldrich","R0395","Rapamycin","C0072980","NULL","DB00877",1
"111",438,0,1,1,"preeclampsia_vs_PretermControls","cmap","haloperidol",1e-05,6,"MCF7","HT_HG-U133A_EA","DMSO","Sigma-Aldrich","H1512","haloperidol","C0720809","NULL","DB00502",1
"112",458,0.215320315188344,0,0,"preeclampsia_vs_PretermControls","cmap","fulvestrant",1e-06,6,"HL60","HT_HG-U133A","DMSO","Tocris","1047","ICI 182,780","C0935916","NULL","DB00947",1
"113",460,0.227699798734915,0,0,"preeclampsia_vs_PretermControls","cmap","sirolimus",1e-07,6,"HL60","HT_HG-U133A","DMSO","Sigma-Aldrich","R0395","Rapamycin","C0072980","NULL","DB00877",1
"114",462,0.142933606698812,0.0018,0.0108284023668639,"preeclampsia_vs_PretermControls","cmap","valproic acid",0.001,6,"HL60","HT_HG-U133A","DMSO","Sigma-Aldrich","P4543","2-propylpentanoic acid","NULL","NULL","DB00313",1
"115",464,0.185499416937333,2e-05,0.000301980198019802,"preeclampsia_vs_PretermControls","cmap","tretinoin",1e-06,6,"HL60","HT_HG-U133A","DMSO","Sigma-Aldrich","R2625","retinoic acid","C0040845","NULL","DB00755",1
"116",467,0.189107168938475,1e-05,0.000204697986577181,"preeclampsia_vs_PretermControls","cmap","valproic acid",2e-04,6,"HL60","HT_HG-U133A","DMSO","Sigma-Aldrich","P4543","2-propylpentanoic acid","NULL","NULL","DB00313",1
"117",468,0.171515020694502,7e-05,0.000807183364839319,"preeclampsia_vs_PretermControls","cmap","prochlorperazine",1e-05,6,"HL60","HT_HG-U133A","DMSO","Sigma-Aldrich","P9178","prochlorperazine dimaleate salt","C0770888","NULL","DB00433",1
"118",470,0.242321117665391,0,0,"preeclampsia_vs_PretermControls","cmap","chlorpromazine",1e-06,6,"HL60","HT_HG-U133A","DMSO","Sigma-Aldrich","C0982","chlorpromazine hydrochloride","C0008286","NULL","DB00477",1
"119",473,0.15736155118184,0.00036,0.00302063273727648,"preeclampsia_vs_PretermControls","cmap","vorinostat",1e-05,6,"HL60","HT_HG-U133A","DMSO","BioVision","1604-1","SAHA","MMS_422","NULL","DB02546",1
"120",474,0.156918706723618,0.00037,0.0030875512995896,"preeclampsia_vs_PretermControls","cmap","sirolimus",1e-07,6,"HL60","HT_HG-U133A","DMSO","Sigma-Aldrich","R0395","Rapamycin","C0072980","NULL","DB00877",1
"121",477,0,1,1,"preeclampsia_vs_PretermControls","cmap","trifluoperazine",1e-05,6,"HL60","HT_HG-U133A","DMSO","Sigma-Aldrich","T6062","trifluoperazine dihydrochloride","C0304381","NULL","DB00831",1
