exp_id	cmap_score	p	q	subset_comparison_id	analysis_id	name	concentration	duration	cell_line	array_platform	vehicle	vendor	vendor_catalog_id	vendor_catalog_name	drug_concept_id	cas_number	DrugBank.ID	valid	mycolor
172	0.144282052963485	0.00155	0.0096974358974359	preeclampsia_vs_PretermControls	cmap	deferoxamine	1e-04	6	PC3	HG-U133A	medium	Sigma-Aldrich	D-9533	deferoxamine mesylate salt	C0011145	NULL	DB00746	1	darkgreen
3727	0.146331962862833	0.00131	0.00851011714589989	preeclampsia_vs_PretermControls	cmap	lomefloxacin	1.04e-05	6	MCF7	HT_HG-U133A	DMSO	Prestwick Chemical	238	Lomefloxacin hydrochloride [98079-52-8]	C0770927	98079-52-8	DB00978	1	darkgreen
1925	0.14691626749809	0.00123	0.00808512931034483	preeclampsia_vs_PretermControls	cmap	dacarbazine	2.2e-05	6	MCF7	HT_HG-U133A	DMSO	Prestwick Chemical	574	Dacarbazine [4342-03-4]	C0010927	4342-03-4	DB00851	1	darkgreen
3169	0.148056684090652	0.00113	0.00755811403508772	preeclampsia_vs_PretermControls	cmap	trimipramine	9.8e-06	6	MCF7	HT_HG-U133A	DMSO	Prestwick Chemical	806	Trimipramine maleate salt [521-78-8]	C0041056	521-78-8	DB00726	1	darkgreen
1848	0.149046491340501	0.00098	0.006671875	preeclampsia_vs_PretermControls	cmap	chlorpromazine	1e-06	6	HL60	HT_HG-U133A	DMSO	Sigma-Aldrich	C0982	chlorpromazine hydrochloride	C0008286	NULL	DB00477	1	darkgreen
5242	0.149600284957182	0.00091	0.00626523702031603	preeclampsia_vs_PretermControls	cmap	clomifene	6.6e-06	6	PC3	HT_HG-U133A	DMSO	Prestwick Chemical	397	Clomiphene citrate (Z,E) [50-41-9]	APRD00880	50-41-9	DB00882	1	darkgreen
5209	0.149689292677587	0.00091	0.00626523702031603	preeclampsia_vs_PretermControls	cmap	miconazole	9.6e-06	6	PC3	HT_HG-U133A	DMSO	Prestwick Chemical	67	Miconazole [22916-47-8]	MMS_579	22916-47-8	DB01110	1	darkgreen
4956	0.149749403938066	0.00091	0.00626523702031603	preeclampsia_vs_PretermControls	cmap	aminophylline	9.6e-06	6	PC3	HT_HG-U133A	DMSO	Prestwick Chemical	820	Aminophylline [317-34-0]	C1271551	317-34-0	DB01223	1	darkgreen
3474	0.149985998878585	9e-04	0.00626523702031603	preeclampsia_vs_PretermControls	cmap	sertaconazole	8e-06	6	PC3	HT_HG-U133A	DMSO	Prestwick Chemical	1045	Sertaconazole nitrate [99592-39-9]	C0074391	99592-39-9	DB01153	1	darkgreen
682	0.150440186646292	0.00085	0.00604312354312354	preeclampsia_vs_PretermControls	cmap	hyoscyamine	1.38e-05	6	HL60	HG-U133A	DMSO	Prestwick Chemical	233	Hyoscyamine (L) [101-31-5]	C0004261	101-31-5	DB00424	1	darkgreen
3225	0.151298221071001	0.00074	0.00534834123222749	preeclampsia_vs_PretermControls	cmap	scopolamine	1.18e-05	6	PC3	HT_HG-U133A	DMSO	Prestwick Chemical	877	Scopolamine hydrochloride [55-16-3]	C0036442	55-16-3	DB00747	1	darkgreen
4926	0.152363539986905	0.00066	0.00492176039119804	preeclampsia_vs_PretermControls	cmap	azlocillin	8.2e-06	6	MCF7	HT_HG-U133A	DMSO	Prestwick Chemical	821	Azlocillin sodium salt [37091-65-9]	C0701436	37091-65-9	DB01061	1	darkgreen
1774	0.152547682470795	0.00065	0.00485906862745098	preeclampsia_vs_PretermControls	cmap	dicoumarol	1.18e-05	6	HL60	HT_HG-U133A	DMSO	Prestwick Chemical	785	Dicumarol [66-76-2]	NULL	66-76-2	DB00266	1	darkgreen
5917	0.153228612231366	6e-04	0.00455790784557908	preeclampsia_vs_PretermControls	cmap	pentolonium	7.4e-06	6	PC3	HT_HG-U133A	DMSO	Prestwick Chemical	188	Pentolinium bitartrate [52-62-0]	NULL	52-62-0	DB01090	1	darkgreen
4128	0.153308719179731	6e-04	0.00455790784557908	preeclampsia_vs_PretermControls	cmap	carbachol	2.18e-05	6	MCF7	HT_HG-U133A	DMSO	Prestwick Chemical	880	Carbachol [51-83-2]	C0006945	51-83-2	DB00411	1	darkgreen
3470	0.154153671539488	0.00056	0.00434605597964377	preeclampsia_vs_PretermControls	cmap	astemizole	8.8e-06	6	PC3	HT_HG-U133A	DMSO	Prestwick Chemical	136	Astemizole [68844-77-9]	C0085170	68844-77-9	DB00637	1	darkgreen
1876	0.155624368873164	0.00046	0.0037313829787234	preeclampsia_vs_PretermControls	cmap	ribostamycin	7.2e-06	6	HL60	HT_HG-U133A	DMSO	Prestwick Chemical	758	Ribostamycin sulfate salt [53797-35-6]	NULL	53797-35-6	DB03615	1	darkgreen
4809	0.156406063653023	0.00041	0.00338430311231394	preeclampsia_vs_PretermControls	cmap	oxprenolol	1.32e-05	6	HL60	HT_HG-U133A	DMSO	Prestwick Chemical	1057	Oxprenolol hydrochloride [6452-73-9]	C0030040	6452-73-9	DB01580	1	darkgreen
2160	0.156706412960716	0.00038	0.00316666666666667	preeclampsia_vs_PretermControls	cmap	roxithromycin	4.8e-06	6	HL60	HT_HG-U133A	DMSO	Prestwick Chemical	854	Roxithromycin [80214-83-1]	C0035891	80214-83-1	DB00778	1	darkgreen
3267	0.157594047627327	0.00035	0.00296940194714882	preeclampsia_vs_PretermControls	cmap	zuclopenthixol	9.2e-06	6	PC3	HT_HG-U133A	DMSO	Prestwick Chemical	998	Zuclopenthixol hydrochloride [633-59-0]	C0350505	633-59-0	DB01624	1	darkgreen
5982	0.157787836064173	0.00034	0.00292112676056338	preeclampsia_vs_PretermControls	cmap	perhexiline	1.02e-05	6	MCF7	HT_HG-U133A	DMSO	Prestwick Chemical	286	Perhexiline maleate [6724-53-4]	C0070413	6724-53-4	DB01074	1	darkgreen
3960	0.160653263677133	0.00025	0.00222627737226277	preeclampsia_vs_PretermControls	cmap	rimexolone	1.08e-05	6	PC3	HT_HG-U133A	DMSO	Prestwick Chemical	1020	Rimexolone [49697-38-3]	C0140594	49697-38-3	DB00896	1	darkgreen
2200	0.16148173925888	0.00024	0.0021981981981982	preeclampsia_vs_PretermControls	cmap	fluvastatin	9.2e-06	6	HL60	HT_HG-U133A	DMSO	Prestwick Chemical	859	Fluvastatin sodium salt [93957-55-2]	C0082608	93957-55-2	DB01095	1	darkgreen
3056	0.161723716061563	0.00023	0.00214525993883792	preeclampsia_vs_PretermControls	cmap	brompheniramine	9.2e-06	6	PC3	HT_HG-U133A	DMSO	Prestwick Chemical	475	Brompheniramine maleate [980-71-2]	C1330620	980-71-2	DB00835	1	darkgreen
2364	0.161746112887954	0.00023	0.00214525993883792	preeclampsia_vs_PretermControls	cmap	colchicine	1e-05	6	MCF7	HT_HG-U133A	DMSO	Prestwick Chemical	363	Colchicine [64-86-8]	C0009262	64-86-8	DB01394	1	darkgreen
2169	0.162630311442568	0.00022	0.00206779661016949	preeclampsia_vs_PretermControls	cmap	beclometasone	7.6e-06	6	HL60	HT_HG-U133A	DMSO	Prestwick Chemical	855	Beclomethasone dipropionate [5534-09-8]	NULL	5534-09-8	DB00394	1	darkgreen
2387	0.162894809268461	2e-04	0.00193037974683544	preeclampsia_vs_PretermControls	cmap	maprotiline	1.28e-05	6	MCF7	HT_HG-U133A	DMSO	Prestwick Chemical	346	Maprotiline hydrochloride [10347-81-6]	C0771589	10347-81-6	DB00934	1	darkgreen
5419	0.163150571918073	0.00018	0.00175399361022364	preeclampsia_vs_PretermControls	cmap	clomipramine	1.14e-05	6	MCF7	HT_HG-U133A	DMSO	Prestwick Chemical	269	Clomipramine hydrochloride [17321-77-6]	C0282107	17321-77-6	DB01242	1	darkgreen
3647	0.164004507847749	0.00017	0.00166720257234727	preeclampsia_vs_PretermControls	cmap	clioquinol	1.3e-05	6	PC3	HT_HG-U133A	DMSO	Prestwick Chemical	886	Clioquinol [130-26-7]	C0021978	130-26-7	DB04815	1	darkgreen
2750	0.164260767284637	0.00017	0.00166720257234727	preeclampsia_vs_PretermControls	cmap	diphenylpyraline	1.26e-05	6	MCF7	HT_HG-U133A	DMSO	Prestwick Chemical	707	Diphenylpyraline hydrochloride [132-18-3]	C0700485	132-18-3	DB01146	1	darkgreen
1687	0.165307373879786	0.00014	0.00143771043771044	preeclampsia_vs_PretermControls	cmap	betahistine	1.72e-05	6	HL60	HT_HG-U133A	DMSO	Prestwick Chemical	543	Betahistine mesylate [54856-23-4]	C0005301	54856-23-4	DB06698	1	darkgreen
2993	0.166972066645007	0.00012	0.00124914675767918	preeclampsia_vs_PretermControls	cmap	promazine	1.24e-05	6	MCF7	HT_HG-U133A	DMSO	Prestwick Chemical	693	Promazine hydrochloride [53-60-1]	C0546875	53-60-1	DB00420	1	darkgreen
4803	0.170957997960523	7e-05	0.000807183364839319	preeclampsia_vs_PretermControls	cmap	cycloserine	3.92e-05	6	HL60	HT_HG-U133A	DMSO	Prestwick Chemical	1086	D-cycloserine [68-41-7]	C0010590	68-41-7	DB00260	1	darkgreen
2211	0.17232822006749	6e-05	0.000742393509127789	preeclampsia_vs_PretermControls	cmap	nicotinic acid	3.24e-05	6	HL60	HT_HG-U133A	DMSO	Prestwick Chemical	881	Niacin [59-67-6]	C0772043	59-67-6	DB00627	1	darkgreen
5731	0.172405967276291	6e-05	0.000742393509127789	preeclampsia_vs_PretermControls	cmap	fendiline	1.14e-05	6	MCF7	HT_HG-U133A	DMSO	Prestwick Chemical	270	Fendiline hydrochloride [13636-18-5]	C0015824	13636-18-5	DB08980	1	darkgreen
4819	0.173420531092094	4e-05	0.000512605042016807	preeclampsia_vs_PretermControls	cmap	benzylpenicillin	1.12e-05	6	HL60	HT_HG-U133A	DMSO	Prestwick Chemical	1078	Benzylpenicillin sodium [69-57-8]	NULL	69-57-8	DB01053	1	darkgreen
4683	0.173819244280571	4e-05	0.000512605042016807	preeclampsia_vs_PretermControls	cmap	nortriptyline	1.34e-05	6	MCF7	HT_HG-U133A	DMSO	Prestwick Chemical	254	Nortriptyline hydrochloride [894-71-3]	C0028420	894-71-3	DB00540	1	darkgreen
2198	0.174616877652223	4e-05	0.000512605042016807	preeclampsia_vs_PretermControls	cmap	ganciclovir	1.56e-05	6	HL60	HT_HG-U133A	DMSO	Prestwick Chemical	839	Ganciclovir [82410-32-0]	C0017066	82410-32-0	DB01004	1	darkgreen
558	0.174804332051291	4e-05	0.000512605042016807	preeclampsia_vs_PretermControls	cmap	dextromethorphan	1.08e-05	6	HL60	HT_HG-U133A	DMSO	Prestwick Chemical	359	Dextromethorphan hydrobromide monohydrate [6700-34-1]	C0872890	6700-34-1	DB00514	1	darkgreen
4910	0.177088352954775	4e-05	0.000512605042016807	preeclampsia_vs_PretermControls	cmap	saquinavir	5.2e-06	6	MCF7	HT_HG-U133A	DMSO	Prestwick Chemical	1114	Saquinavir mesylate [149845-06-7]	C0286737	149845-06-7	DB01232	1	darkgreen
1699	0.177995527920935	3e-05	0.000434679334916865	preeclampsia_vs_PretermControls	cmap	terconazole	7.6e-06	6	HL60	HT_HG-U133A	DMSO	Prestwick Chemical	495	Terconazole [67915-31-5]	C0076115	67915-31-5	DB00251	1	darkgreen
1884	0.178705850928711	3e-05	0.000434679334916865	preeclampsia_vs_PretermControls	cmap	zomepirac	1.28e-05	6	HL60	HT_HG-U133A	DMSO	Prestwick Chemical	779	Zomepirac sodium salt [64092-48-4]	C0149477	64092-48-4	DB04828	1	darkgreen
5940	0.179198291316721	3e-05	0.000434679334916865	preeclampsia_vs_PretermControls	cmap	levomepromazine	9e-06	6	PC3	HT_HG-U133A	DMSO	Prestwick Chemical	797	Methotrimeprazine maleat salt [7104-38-3]	C0607673	7104-38-3	DB01403	1	darkgreen
2078	0.180420056825841	2e-05	0.000301980198019802	preeclampsia_vs_PretermControls	cmap	etofenamate	1.08e-05	6	HL60	HT_HG-U133A	DMSO	Prestwick Chemical	1014	Etofenamate [30544-47-9]	C0059868	30544-47-9	DB08984	1	darkgreen
2244	0.182047697540009	2e-05	0.000301980198019802	preeclampsia_vs_PretermControls	cmap	aminohippuric acid	2.06e-05	6	HL60	HT_HG-U133A	DMSO	Prestwick Chemical	895	Aminohippuric acid [61-78-9]	MMS_753	61-78-9	DB00345	1	darkgreen
2152	0.182205510298235	2e-05	0.000301980198019802	preeclampsia_vs_PretermControls	cmap	liothyronine	6.2e-06	6	HL60	HT_HG-U133A	DMSO	Prestwick Chemical	853	Liothyronine [6893-02-3]	C0041014	6893-02-3	DB00279	1	darkgreen
1893	0.18293972049423	2e-05	0.000301980198019802	preeclampsia_vs_PretermControls	cmap	cinoxacin	1.52e-05	6	HL60	HT_HG-U133A	DMSO	Prestwick Chemical	780	Cinoxacin [28657-80-9]	C0008806	28657-80-9	DB00827	1	darkgreen
3966	0.18297573757179	2e-05	0.000301980198019802	preeclampsia_vs_PretermControls	cmap	sulfadiazine	1.6e-05	6	PC3	HT_HG-U133A	DMSO	Prestwick Chemical	23	Sulfadiazine [68-35-9]	C0723509	68-35-9	DB00359	1	darkgreen
1072	0.183486890280556	2e-05	0.000301980198019802	preeclampsia_vs_PretermControls	cmap	sulfaphenazole	1.28e-05	6	HL60	HT_HG-U133A	DMSO	Prestwick Chemical	21	Sulfaphenazole [526-08-9]	NULL	526-08-9	DB06729	1	darkgreen
1688	0.185346323658236	2e-05	0.000301980198019802	preeclampsia_vs_PretermControls	cmap	pentamidine	6.8e-06	6	HL60	HT_HG-U133A	DMSO	Prestwick Chemical	553	Pentamidine isethionate [140-64-7]	C0030863	140-64-7	DB00738	1	darkgreen
3058	0.186688477284071	2e-05	0.000301980198019802	preeclampsia_vs_PretermControls	cmap	trihexyphenidyl	1.18e-05	6	PC3	HT_HG-U133A	DMSO	Prestwick Chemical	701	Trihexyphenidyl-D,L Hydrochloride [58947-95-8]	C0041009	58947-95-8	DB00376	1	darkgreen
1696	0.188542321804888	1e-05	0.000204697986577181	preeclampsia_vs_PretermControls	cmap	tobramycin	8.6e-06	6	HL60	HT_HG-U133A	DMSO	Prestwick Chemical	544	Tobramycin [32986-56-4]	C0027519	32986-56-4	DB00684	1	darkgreen
5417	0.189577585090553	1e-05	0.000204697986577181	preeclampsia_vs_PretermControls	cmap	terfenadine	8.4e-06	6	MCF7	HT_HG-U133A	DMSO	Prestwick Chemical	138	Terfenadine [50679-08-8]	C0085173	50679-08-8	DB00342	1	darkgreen
2273	0.189882405483737	1e-05	0.000204697986577181	preeclampsia_vs_PretermControls	cmap	ursodeoxycholic acid	1.02e-05	6	HL60	HT_HG-U133A	DMSO	Prestwick Chemical	958	Urosiol [128-13-2]	NULL	128-13-2	DB01586	1	darkgreen
2268	0.190208504931939	1e-05	0.000204697986577181	preeclampsia_vs_PretermControls	cmap	promethazine	1.24e-05	6	HL60	HT_HG-U133A	DMSO	Prestwick Chemical	888	Promethazine hydrochloride [58-33-3]	C0772132	58-33-3	DB01069	1	darkgreen
2089	0.190692085946848	1e-05	0.000204697986577181	preeclampsia_vs_PretermControls	cmap	sotalol	1.3e-05	6	HL60	HT_HG-U133A	DMSO	Prestwick Chemical	966	Sotalol hydrochloride [959-24-0]	C0037707	959-24-0	DB00489	1	darkgreen
2242	0.192309004335628	1e-05	0.000204697986577181	preeclampsia_vs_PretermControls	cmap	tyloxapol	4e-06	6	HL60	HT_HG-U133A	DMSO	Prestwick Chemical	954	Tyloxapol [25301-02-4]	C0077539	25301-02-4	DB06439	1	darkgreen
1693	0.192819163469841	1e-05	0.000204697986577181	preeclampsia_vs_PretermControls	cmap	pyrazinamide	3.24e-05	6	HL60	HT_HG-U133A	DMSO	Prestwick Chemical	514	Pyrazinamide [ 98-96-4]	C0034239	 98-96-4	DB00339	1	darkgreen
1904	0.193620895336525	1e-05	0.000204697986577181	preeclampsia_vs_PretermControls	cmap	methazolamide	1.7e-05	6	HL60	HT_HG-U133A	DMSO	Prestwick Chemical	802	Methazolamide [554-57-4]	C0025631	554-57-4	DB00703	1	darkgreen
1683	0.194842578047765	1e-05	0.000204697986577181	preeclampsia_vs_PretermControls	cmap	cetirizine	8.6e-06	6	HL60	HT_HG-U133A	DMSO	Prestwick Chemical	503	Cetirizine dihydrochloride [83881-52-1]	C0055147	83881-52-1	DB00341	1	darkgreen
4790	0.196378023323169	0	0	preeclampsia_vs_PretermControls	cmap	natamycin	6e-06	6	HL60	HT_HG-U133A	DMSO	Prestwick Chemical	1104	Natamycin [7681-93-8]	C0027444	7681-93-8	DB00826	1	darkgreen
1087	0.200938944512504	0	0	preeclampsia_vs_PretermControls	cmap	hydroflumethiazide	1.2e-05	6	HL60	HT_HG-U133A	DMSO	Prestwick Chemical	13	Hydroflumethiazide [135-09-1]	C0020273	135-09-1	DB00774	1	darkgreen
856	0.202136864232343	0	0	preeclampsia_vs_PretermControls	cmap	methyldopa	1.9e-05	6	HL60	HG-U133A	DMSO	Prestwick Chemical	326	Methyldopa (L,-) [555-30-6]	C0304527	555-30-6	DB00968	1	darkgreen
1085	0.202521832972831	0	0	preeclampsia_vs_PretermControls	cmap	imipramine	1.26e-05	6	HL60	HT_HG-U133A	DMSO	Prestwick Chemical	72	Imipramine hydrochloride [113-52-0]	C0020934	113-52-0	DB00458	1	darkgreen
823	0.204162762746651	0	0	preeclampsia_vs_PretermControls	cmap	terbutaline	7.2e-06	6	HL60	HG-U133A	DMSO	Prestwick Chemical	391	Terbutaline hemisulfate [23031-32-5]	C0039542	23031-32-5	DB00871	1	darkgreen
5695	0.204738456402445	0	0	preeclampsia_vs_PretermControls	cmap	naproxen	1.58e-05	6	PC3	HT_HG-U133A	DMSO	Prestwick Chemical	791	(R) -Naproxen sodium salt [26159-34-2]	C0546873	26159-34-2	DB00788	1	darkgreen
2468	0.20677536703472	0	0	preeclampsia_vs_PretermControls	cmap	ciclopirox	1.5e-05	6	MCF7	HT_HG-U133A	DMSO	Prestwick Chemical	541	Ciclopirox ethanolamine [41621-49-2]	C0126169	41621-49-2	DB01188	1	darkgreen
1073	0.207113844765899	0	0	preeclampsia_vs_PretermControls	cmap	chloramphenicol	1.24e-05	6	HL60	HT_HG-U133A	DMSO	Prestwick Chemical	31	Chloramphenicol [56-75-7]	C0055337	56-75-7	DB00446	1	darkgreen
2124	0.208024662838755	0	0	preeclampsia_vs_PretermControls	cmap	lymecycline	6.6e-06	6	HL60	HT_HG-U133A	DMSO	Prestwick Chemical	1000	Lymecycline [992-21-2]	C0024200	992-21-2	DB00256	1	darkgreen
4826	0.209346820776704	0	0	preeclampsia_vs_PretermControls	cmap	mesalazine	2.62e-05	6	HL60	HT_HG-U133A	DMSO	Prestwick Chemical	1069	Mesalamine [89-57-6]	NULL	89-57-6	DB00244	1	darkgreen
1225	0.211115176486992	0	0	preeclampsia_vs_PretermControls	cmap	niclosamide	1.22e-05	6	HL60	HG-U133A	DMSO	Prestwick Chemical	40	Niclosamide [50-65-7]	C0028017	50-65-7	DB06803	1	darkgreen
1731	0.212843913411965	0	0	preeclampsia_vs_PretermControls	cmap	cefalotin	9.6e-06	6	HL60	HT_HG-U133A	DMSO	Prestwick Chemical	719	Cephalothin sodium salt [58-71-9]	NULL	58-71-9	DB00456	1	darkgreen
1069	0.21527891624862	0	0	preeclampsia_vs_PretermControls	cmap	8-azaguanine	2.62e-05	6	HL60	HT_HG-U133A	DMSO	Prestwick Chemical	1	Azaguanine-8 [134-58-7]	EXPT00603	134-58-7	DB01667	1	darkgreen
2171	0.219017323303529	0	0	preeclampsia_vs_PretermControls	cmap	reserpine	6.6e-06	6	HL60	HT_HG-U133A	DMSO	Prestwick Chemical	875	Reserpine [50-55-5]	C0035179	50-55-5	DB00206	1	darkgreen
4799	0.22062356076586	0	0	preeclampsia_vs_PretermControls	cmap	repaglinide	8.8e-06	6	HL60	HT_HG-U133A	DMSO	Prestwick Chemical	1046	Repaglinide [135062-02-1]	C0246689	135062-02-1	DB00912	1	darkgreen
2238	0.221368700281943	0	0	preeclampsia_vs_PretermControls	cmap	metyrapone	1.76e-05	6	HL60	HT_HG-U133A	DMSO	Prestwick Chemical	904	Metyrapone [54-36-4]	C0025876	54-36-4	DB01011	1	darkgreen
1604	0.223103274457417	0	0	preeclampsia_vs_PretermControls	cmap	trazodone	9.8e-06	6	HL60	HT_HG-U133A	DMSO	Prestwick Chemical	292	Trazodone hydrochloride [25332-39-2]	C0040805	25332-39-2	DB00656	1	darkgreen
1074	0.223648043105238	0	0	preeclampsia_vs_PretermControls	cmap	procaine	1.46e-05	6	HL60	HT_HG-U133A	DMSO	Prestwick Chemical	41	Procaine hydrochloride [51-05-8]	C0033218	51-05-8	DB00721	1	darkgreen
954	0.22459405027686	0	0	preeclampsia_vs_PretermControls	cmap	triflusal	1.62e-05	6	HL60	HG-U133A	DMSO	Prestwick Chemical	528	Triflusal [322-79-2]	C0077126	322-79-2	DB08814	1	darkgreen
2119	0.224879247572615	0	0	preeclampsia_vs_PretermControls	cmap	levocabastine	8.8e-06	6	HL60	HT_HG-U133A	DMSO	Prestwick Chemical	1039	Levocabastine hydrochloride [79547-78-7]	C0064870	79547-78-7	DB01106	1	darkgreen
1588	0.225452664286725	0	0	preeclampsia_vs_PretermControls	cmap	phentolamine	1.26e-05	6	HL60	HT_HG-U133A	DMSO	Prestwick Chemical	230	Phentolamine hydrochloride [73-05-2]	C0733398	73-05-2	DB00692	1	darkgreen
4828	0.23336863834913	0	0	preeclampsia_vs_PretermControls	cmap	acetylsalicylic acid	1e-04	6	HL60	HT_HG-U133A	DMSO	Sigma-Aldrich	A2093	aspirin, USP	EXPT00475	NULL	DB00945	1	darkgreen
957	0.237213647673827	0	0	preeclampsia_vs_PretermControls	cmap	gliclazide	1.24e-05	6	HL60	HG-U133A	DMSO	Prestwick Chemical	558	Gliclazide [21187-98-4]	C0017631	21187-98-4	DB01120	1	darkgreen
676	0.237288993744123	0	0	preeclampsia_vs_PretermControls	cmap	pargyline	2.04e-05	6	HL60	HG-U133A	DMSO	Prestwick Chemical	183	Pargyline hydrochloride [306-07-0]	C0282289	306-07-0	DB01626	1	darkgreen
1773	0.238279214983369	0	0	preeclampsia_vs_PretermControls	cmap	sulfadimidine	1.34e-05	6	HL60	HT_HG-U133A	DMSO	Prestwick Chemical	775	Sulfamethazine sodium salt [1981-58-4]	NULL	1981-58-4	DB01582	1	darkgreen
1758	0.241886552995114	0	0	preeclampsia_vs_PretermControls	cmap	medrysone	1.16e-05	6	HL60	HT_HG-U133A	DMSO	Prestwick Chemical	743	Medrysone [2668-66-8]	C0065865	2668-66-8	DB00253	1	darkgreen
2087	0.245038958058237	0	0	preeclampsia_vs_PretermControls	cmap	letrozole	1.4e-05	6	HL60	HT_HG-U133A	DMSO	Prestwick Chemical	1025	Letrozole [112809-51-5]	C0246421	112809-51-5	DB01006	1	darkgreen
2266	0.248475111454226	0	0	preeclampsia_vs_PretermControls	cmap	prazosin	9.6e-06	6	HL60	HT_HG-U133A	DMSO	Prestwick Chemical	947	Prazosin hydrochloride [19237-84-4]	C0700578	19237-84-4	DB00457	1	darkgreen
789	0.248500737397914	0	0	preeclampsia_vs_PretermControls	cmap	labetalol	1.1e-05	6	HL60	HG-U133A	DMSO	Prestwick Chemical	277	Labetalol hydrochloride [32780-64-6]	C0699440	32780-64-6	DB00598	1	darkgreen
2292	0.253381382598734	0	0	preeclampsia_vs_PretermControls	cmap	remoxipride	9.8e-06	6	HL60	HT_HG-U133A	DMSO	Prestwick Chemical	971	Remoxipride Hydrochloride [73220-03-8]	C0771022	73220-03-8	DB00409	1	darkgreen
600	0.254610682714883	0	0	preeclampsia_vs_PretermControls	cmap	ginkgolide A	9.8e-06	6	HL60	HT_HG-U133A	DMSO	Prestwick Chemical	444	Ginkgolide A [15291-75-5]	NULL	15291-75-5	DB06743	1	darkgreen
2116	0.26457747745331	0	0	preeclampsia_vs_PretermControls	cmap	pivampicillin	8.6e-06	6	HL60	HT_HG-U133A	DMSO	Prestwick Chemical	1009	Pivampicillin [33817-20-8]	C0085884	33817-20-8	DB01604	1	darkgreen
961	0.265175816329133	0	0	preeclampsia_vs_PretermControls	cmap	imipenem	1.34e-05	6	HL60	HG-U133A	DMSO	Prestwick Chemical	519	Imipenem [74431-23-5]	MMS_109	74431-23-5	DB01598	1	darkgreen
2136	0.267466585259792	0	0	preeclampsia_vs_PretermControls	cmap	iopanoic acid	7e-06	6	HL60	HT_HG-U133A	DMSO	Prestwick Chemical	1052	Iopanoic acid [96-83-3]	C0022028	96-83-3	DB08946	1	darkgreen
2255	0.269593414389145	0	0	preeclampsia_vs_PretermControls	cmap	nitrendipine	1.1e-05	6	HL60	HT_HG-U133A	DMSO	Prestwick Chemical	916	Nitrendipine [39562-70-4]	C0028127	39562-70-4	DB01054	1	darkgreen
2196	0.284161784075716	0	0	preeclampsia_vs_PretermControls	cmap	latamoxef	7e-06	6	HL60	HT_HG-U133A	DMSO	Prestwick Chemical	819	Moxalactam disodium salt [64953-12-4]	NULL	64953-12-4	DB04570	1	darkgreen
